Circuit.sourceckt {9CE150A8-8CC5-A0F9-B67E-BBD8C79D3095}
XfMesh=transformer_r2-12-47-2_xfmr_162=2 {470ADFF4-AD2F-47E6-A005-721A266EDDDF}
XfMesh=transformer_r2-12-47-2_xfmr_162=3 {37E917F7-00B7-4769-8D30-269C015A5C3A}
34=transformer_r2-12-47-2_xfmr_162=1 {B64ECA06-D2E1-4BE5-9F24-183C0FC215F4}
34=transformer_r2-12-47-2_xfmr_162=2 {0BB57DF0-298D-419B-923C-F70F14EE960F}
34=transformer_r2-12-47-2_xfmr_162=3 {25E0C6FA-9137-41A6-897B-010310690D06}
XfLoc=transformer_r2-12-47-2_xfmr_163=1 {4EF6A7F5-44AB-4B13-97C3-4337FF78464F}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_163=1 {B73A7FA7-7884-40B6-BD80-9EA1EE03ED45}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_163=2 {FB5C71CA-9859-4F80-ABCC-1663E06DFC45}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_163=3 {3B10E829-2A0B-49C1-B9ED-5F91ACA26ED1}
Wdg=transformer_r2-12-47-2_xfmr_163=1 {F66888BD-623F-4D83-BE25-92161107C5BA}
Wdg=transformer_r2-12-47-2_xfmr_163=2 {8F09AA36-0A2B-4AA5-ADE4-0EFC7827EF66}
Wdg=transformer_r2-12-47-2_xfmr_163=3 {A275D6D9-C3B9-4377-81B3-33FE5AE5E075}
XfCore=transformer_r2-12-47-2_xfmr_163=1 {E51B79F3-DD84-4F99-8903-1001C5082763}
XfMesh=transformer_r2-12-47-2_xfmr_163=1 {86A7500D-D6B2-4416-97F9-47DA31B6705A}
XfMesh=transformer_r2-12-47-2_xfmr_163=2 {1FC85C04-2535-48BD-81D9-7BD68CCBA3FC}
XfMesh=transformer_r2-12-47-2_xfmr_163=3 {1252F9C5-02E7-4739-9C58-A2F31B5A6C76}
34=transformer_r2-12-47-2_xfmr_163=1 {AEE7EB00-5A6F-4A8F-AE6E-81B282B2B7A1}
34=transformer_r2-12-47-2_xfmr_163=2 {873E2551-B328-437E-9DA6-D40A78EE9576}
34=transformer_r2-12-47-2_xfmr_163=3 {8817DF80-7331-47C3-9393-DBFDDC303354}
XfLoc=transformer_r2-12-47-2_xfmr_164=1 {D3EAE4A4-AF68-4232-B078-F4A27C0E8DD6}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_164=1 {CB809099-FE44-459F-8AF4-ED4B0E75BD85}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_164=2 {B3761F72-5BC5-4B8C-AD94-F6BA3EE2E625}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_164=3 {63CE4648-497B-4DF8-B19F-48CA6555A966}
Wdg=transformer_r2-12-47-2_xfmr_164=1 {5117E849-13A0-4971-B39A-98082C438CCD}
Wdg=transformer_r2-12-47-2_xfmr_164=2 {DA348CB0-87A7-4B32-9B1A-9FF9D00F639F}
Wdg=transformer_r2-12-47-2_xfmr_164=3 {2493CAEE-BBEA-42EE-808C-29D8C4BC732C}
XfCore=transformer_r2-12-47-2_xfmr_164=1 {CF96FA20-0DC5-4ECD-9957-B8BE103BBF39}
XfMesh=transformer_r2-12-47-2_xfmr_164=1 {1DFDB475-F26A-42D8-8810-FF92DC6D2143}
XfMesh=transformer_r2-12-47-2_xfmr_164=2 {75F94E4E-4BE3-4627-8A88-193CF893830A}
XfMesh=transformer_r2-12-47-2_xfmr_164=3 {29DE1AD3-8583-4E74-8D40-0D4077169DBB}
34=transformer_r2-12-47-2_xfmr_164=1 {8EA371E4-0CFE-48AB-BCDD-0FAF721E3DED}
34=transformer_r2-12-47-2_xfmr_164=2 {21C85C4F-F6F4-49A4-94F8-0093BD598FC8}
34=transformer_r2-12-47-2_xfmr_164=3 {03FC4724-B6AE-4CFB-9BB7-E0F6FF9B9AFE}
XfLoc=transformer_r2-12-47-2_xfmr_165=1 {CDC17F15-F6EA-437F-94AE-1794C5F7CE38}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_165=1 {A1D540A9-0207-40C1-B3D1-1D1444C393CD}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_165=2 {16C386AC-6416-420A-A801-B94EBC1CA24A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_165=3 {526268C1-98FA-4C30-908D-95001EE7F855}
Wdg=transformer_r2-12-47-2_xfmr_165=1 {1B5E8524-08CA-4B4F-BEFB-F94EA96C9AE6}
Wdg=transformer_r2-12-47-2_xfmr_165=2 {B28808EA-A200-4C69-BCC8-532FD1ECB162}
Wdg=transformer_r2-12-47-2_xfmr_165=3 {AF2041F4-FDB7-4A5A-9E13-3266B078BFB0}
XfCore=transformer_r2-12-47-2_xfmr_165=1 {093265BA-BB17-4DDE-A1DA-70115569B084}
XfMesh=transformer_r2-12-47-2_xfmr_165=1 {0A48D3E1-45D4-4439-9552-C5802B386F8D}
XfMesh=transformer_r2-12-47-2_xfmr_165=2 {533B64B4-2C15-4874-A701-7697A286A5C0}
XfMesh=transformer_r2-12-47-2_xfmr_165=3 {ED51A392-EE09-4A87-A821-4B4FF7EDBE4A}
34=transformer_r2-12-47-2_xfmr_165=1 {843471E2-5440-49BB-A7E7-0E3C8659CAF6}
34=transformer_r2-12-47-2_xfmr_165=2 {6AF36F5A-42EB-4FDE-8FEA-D4518825A202}
34=transformer_r2-12-47-2_xfmr_165=3 {80780234-167A-4F2A-A18D-E8966C7D4530}
XfLoc=transformer_r2-12-47-2_xfmr_166=1 {C6D7FD84-A383-48F2-82FD-11270362BB74}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_166=1 {8CF1609D-D2F6-4244-8A14-0B4A479B8687}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_166=2 {F21FBDF4-A3FB-4E5D-845E-458794788F8F}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_166=3 {B11F6B4C-CED7-4429-AEC1-DEBDA7EF7FAA}
Wdg=transformer_r2-12-47-2_xfmr_166=1 {5262B0A1-9D1C-46CC-BE1D-D4B5AD8C2634}
Wdg=transformer_r2-12-47-2_xfmr_166=2 {84BFAE5F-C90A-4E57-9EAE-169589404D7B}
Wdg=transformer_r2-12-47-2_xfmr_166=3 {126DD81F-F61C-4A80-8C36-5A8011988CA6}
XfCore=transformer_r2-12-47-2_xfmr_166=1 {1ADD4083-2A66-4DDE-B981-3A5C0235BD62}
XfMesh=transformer_r2-12-47-2_xfmr_166=1 {0790365D-3592-44D8-9248-81681D65214B}
XfMesh=transformer_r2-12-47-2_xfmr_166=2 {5B470CF9-749B-4ACE-AA57-52C334988B68}
XfMesh=transformer_r2-12-47-2_xfmr_166=3 {31F92E69-2070-473F-9104-D7BC3CDA8601}
34=transformer_r2-12-47-2_xfmr_166=1 {8C881A0C-A310-4F5A-8A7E-C2E310462F3B}
34=transformer_r2-12-47-2_xfmr_166=2 {91050F56-699B-4264-8303-F1B187E735D2}
34=transformer_r2-12-47-2_xfmr_166=3 {0380CA03-6A32-454A-ADAF-FA082F8C6BA5}
XfLoc=transformer_r2-12-47-2_xfmr_167=1 {1E5FD6D0-D0BC-4E87-A185-D702A1A7F4C8}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_167=1 {A0525A7F-9DE0-4D4E-8BBA-191798C90DB1}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_167=2 {C1AC046A-8779-442F-A832-31557567B553}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_167=3 {74AC0E8A-0E0A-44BF-A1BE-3DB0085E0125}
Wdg=transformer_r2-12-47-2_xfmr_167=1 {C836024F-2B18-4B0D-8D60-D3B1012AA704}
Wdg=transformer_r2-12-47-2_xfmr_167=2 {E68426A4-19AD-4E66-AAC5-5BA0E2FA6E29}
Wdg=transformer_r2-12-47-2_xfmr_167=3 {CA81CA71-1D83-4001-B887-C92F8BEE698D}
XfCore=transformer_r2-12-47-2_xfmr_167=1 {F157EE0A-A88D-4B66-94AA-31FA93993BA4}
XfMesh=transformer_r2-12-47-2_xfmr_167=1 {2DAEF1F9-AA0E-427A-96A7-1DBECB830440}
XfMesh=transformer_r2-12-47-2_xfmr_167=2 {CD2A5BAC-CD88-4B4A-8FB9-F848DF844976}
XfMesh=transformer_r2-12-47-2_xfmr_167=3 {4BBC01C6-DD16-42B7-AD20-7B8D5F0B8967}
34=transformer_r2-12-47-2_xfmr_167=1 {88502EE4-D32A-4C2D-936A-A78384B51469}
34=transformer_r2-12-47-2_xfmr_167=2 {4D408094-5E5E-4BF2-A397-5B3638D3F2C6}
34=transformer_r2-12-47-2_xfmr_167=3 {F087E013-8921-4B6B-98F9-B7E7DAF5BA92}
XfLoc=transformer_r2-12-47-2_xfmr_168=1 {5E043355-8105-4117-8F7A-B335940EDA03}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_168=1 {968011EB-A269-4868-9AAB-A690251C3BC9}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_168=2 {84E7ADCE-491E-4950-A6C5-662D6ECC10CA}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_168=3 {482FB123-29D7-40F0-894E-9C7A5217F4D6}
Wdg=transformer_r2-12-47-2_xfmr_168=1 {C7C1EFB7-1777-430D-AA49-00D46D00F704}
Wdg=transformer_r2-12-47-2_xfmr_168=2 {4DAE43FF-A88F-4A7F-9842-9C8BCED3C7EE}
Wdg=transformer_r2-12-47-2_xfmr_168=3 {97942287-1427-4FFA-9A81-8C9483FBA7ED}
XfCore=transformer_r2-12-47-2_xfmr_168=1 {9404EE7C-677F-4994-AB36-AEF521FBFF3D}
XfMesh=transformer_r2-12-47-2_xfmr_168=1 {81CA4F56-5E65-4B8D-ABA5-F2B6074D3ADE}
XfMesh=transformer_r2-12-47-2_xfmr_168=2 {9AE9D16B-1609-4CAD-AF86-A193AB0EC825}
XfMesh=transformer_r2-12-47-2_xfmr_168=3 {9382BBEA-AF9C-40BA-BD49-F14200F93A69}
34=transformer_r2-12-47-2_xfmr_168=1 {A0BB4955-A419-4998-897D-5D63CFCA30BC}
34=transformer_r2-12-47-2_xfmr_168=2 {0EFC6851-72D0-4A29-BD1B-8DF08DB47406}
34=transformer_r2-12-47-2_xfmr_168=3 {1F5B09A9-A4BE-42B1-A8CD-527144B54765}
XfLoc=transformer_r2-12-47-2_xfmr_169=1 {C003C62F-DBAD-4EA1-A598-B27175D35C8A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_169=1 {C11D4E1A-67BE-4FDB-BC6A-114EDE534000}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_169=2 {F3745F8C-5C2B-4A16-A2FB-CA03CAA9A7CA}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_169=3 {7E7D276A-F884-4D7E-AC8B-7F5E821AB46D}
Wdg=transformer_r2-12-47-2_xfmr_169=1 {A501CC2C-0CDF-40EE-8B7A-E7E507C9002C}
Wdg=transformer_r2-12-47-2_xfmr_169=2 {E702B8FA-B77E-4CAC-A680-F750CBD75495}
Wdg=transformer_r2-12-47-2_xfmr_169=3 {C62B632D-3952-4BEF-8002-DEA066858F36}
XfCore=transformer_r2-12-47-2_xfmr_169=1 {96FC26C7-F578-40A8-A308-5DFB0537528F}
XfMesh=transformer_r2-12-47-2_xfmr_169=1 {E22EA55E-AEB0-4A67-B6D4-34857283217F}
XfMesh=transformer_r2-12-47-2_xfmr_169=2 {9E8253D2-6BDF-49E7-99C9-D12484A6045F}
XfMesh=transformer_r2-12-47-2_xfmr_169=3 {14165A2C-0D41-4427-B858-67F2AFDCB7C2}
34=transformer_r2-12-47-2_xfmr_169=1 {3F3CAFD4-B03A-4D94-A5D5-162E17E9E41A}
34=transformer_r2-12-47-2_xfmr_169=2 {F9175BE7-925D-40C7-850B-33398BB5BD1D}
34=transformer_r2-12-47-2_xfmr_169=3 {146725CB-0FC2-444D-BF1E-46F1EB679D50}
XfLoc=transformer_r2-12-47-2_xfmr_170=1 {0DFC1E36-EF67-4BC1-96B0-0A89204ABE16}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_170=1 {6642F996-3930-4903-920D-5118C06A441A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_170=2 {C6C07D36-1307-4932-A77C-977704B10738}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_170=3 {D4B52F10-3D36-42D1-A647-54C5971563C4}
Wdg=transformer_r2-12-47-2_xfmr_170=1 {E02E550F-1E65-4860-AC6D-9B0330C053FC}
Wdg=transformer_r2-12-47-2_xfmr_170=2 {16D80362-D97B-406F-BD3F-C89C68CB6D05}
Wdg=transformer_r2-12-47-2_xfmr_170=3 {AEFDF2AA-A274-4CE3-9A2F-C8AECD860B8F}
XfCore=transformer_r2-12-47-2_xfmr_170=1 {F7D651F0-3A14-415B-AC3D-2BD7F9FB4F44}
XfMesh=transformer_r2-12-47-2_xfmr_170=1 {57724B8E-187F-46C1-9A3B-9A3FEFA6AD4B}
XfMesh=transformer_r2-12-47-2_xfmr_170=2 {C9DF6F74-F65C-4A4A-942B-AC210DD0C706}
XfMesh=transformer_r2-12-47-2_xfmr_170=3 {F2449495-9931-45DC-962E-FF591D001AED}
34=transformer_r2-12-47-2_xfmr_170=1 {06F8DC54-E3F4-4280-871E-F63BFB5277A5}
34=transformer_r2-12-47-2_xfmr_170=2 {7766EBCF-BEA8-4D10-B0A3-C121ED271211}
34=transformer_r2-12-47-2_xfmr_170=3 {C5AB3061-5A28-41BA-9889-AA36CF484018}
XfLoc=transformer_r2-12-47-2_xfmr_171=1 {FCD44C3C-2BA6-48B8-8959-3492BC150E3A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_171=1 {B9663B30-1CD8-44E0-8538-D9588AE27814}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_171=2 {D0C3CDA9-471C-4837-AABA-BE3EE01DC816}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_171=3 {43A7A8CE-1313-4FAF-A643-A816C97BCD70}
Wdg=transformer_r2-12-47-2_xfmr_171=1 {BF6F3B50-7215-4FF1-9B31-65A5D0B49436}
Wdg=transformer_r2-12-47-2_xfmr_171=2 {81E53651-31C6-4A37-82C9-656BEAB0F564}
Wdg=transformer_r2-12-47-2_xfmr_171=3 {B3F573EE-EF0B-4530-88D3-BFD2268A2EA7}
XfCore=transformer_r2-12-47-2_xfmr_171=1 {4C832CB2-F865-42F1-8DE2-C6776451EA03}
XfMesh=transformer_r2-12-47-2_xfmr_171=1 {C093E4C9-FC93-4B84-8B89-3EE9C499B3FC}
XfMesh=transformer_r2-12-47-2_xfmr_171=2 {833F7479-8F7A-493E-A08F-69EE8A7251E8}
XfMesh=transformer_r2-12-47-2_xfmr_171=3 {29B39EA5-B523-4361-AACA-13416D4113A5}
34=transformer_r2-12-47-2_xfmr_171=1 {0B4A2E68-78E7-4205-9F0E-AD5C15533DA0}
34=transformer_r2-12-47-2_xfmr_171=2 {ADD1392F-87EC-48FA-8DF0-F6D6B2B0A599}
34=transformer_r2-12-47-2_xfmr_171=3 {BF28E079-7745-4CBF-8BEF-3BCFD792898B}
XfLoc=transformer_r2-12-47-2_xfmr_172=1 {C936159D-0DA5-48D2-9235-3E6852F15D1A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_172=1 {DAB06690-B87E-486A-BAFA-9140C84E61E3}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_172=2 {D17868A7-93DA-451E-8B77-6FFC4FB639EE}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_172=3 {A61192FB-9DB6-4138-A27D-0FD41B5D2961}
Wdg=transformer_r2-12-47-2_xfmr_172=1 {4F8B4709-B702-496D-B07A-E40C30576D1E}
Wdg=transformer_r2-12-47-2_xfmr_172=2 {6A50F736-553F-4920-96FD-7FCDB05A324D}
Wdg=transformer_r2-12-47-2_xfmr_172=3 {8C137EAA-E8AE-4652-A19B-46001D558EA3}
XfCore=transformer_r2-12-47-2_xfmr_172=1 {868B5186-F6A1-481E-9A31-BAB6F2821890}
XfMesh=transformer_r2-12-47-2_xfmr_172=1 {5A9A75FB-9463-4068-8F08-98A096666E37}
XfMesh=transformer_r2-12-47-2_xfmr_172=2 {21CBBB99-5CB4-4DD9-BDDB-0ED5BD7662FC}
XfMesh=transformer_r2-12-47-2_xfmr_172=3 {5C103C44-DD52-40FF-AD12-6B8DA5E79DB7}
34=transformer_r2-12-47-2_xfmr_172=1 {BA37AC5C-8CF0-40DF-B60B-63BCA9DBB277}
34=transformer_r2-12-47-2_xfmr_172=2 {D00AFC95-75D1-4DC4-9315-62E1A206DDC5}
34=transformer_r2-12-47-2_xfmr_172=3 {9EB71991-95E9-4449-8FE9-D4FFBC677A3D}
XfLoc=transformer_r2-12-47-2_xfmr_173=1 {E4911404-8932-483D-BC6A-0BE45ADAE798}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_173=1 {54CA1FD4-5829-49C1-85E6-893592BAF6C5}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_173=2 {6303823E-ABA6-497C-A529-33AFFCED8C1F}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_173=3 {181DE753-F502-4C96-A25F-A7C72351C577}
Wdg=transformer_r2-12-47-2_xfmr_173=1 {32B6F8C8-DB14-4459-B90E-394D26A84F75}
Wdg=transformer_r2-12-47-2_xfmr_173=2 {F153FAC2-93A1-4B3D-9DB6-CDDA8C0470D8}
Wdg=transformer_r2-12-47-2_xfmr_173=3 {5879218B-09DD-4FFA-A249-377EA811ECC2}
XfCore=transformer_r2-12-47-2_xfmr_173=1 {DFB56E5C-8F45-46CE-93FA-A1B536CB07E0}
XfMesh=transformer_r2-12-47-2_xfmr_173=1 {B109852F-A5DB-4B2D-8CD6-881F1D6D0272}
XfMesh=transformer_r2-12-47-2_xfmr_173=2 {09523269-A675-4F4B-9D4A-0F6653F362FA}
XfMesh=transformer_r2-12-47-2_xfmr_173=3 {84BF9194-A0AF-49C9-A41A-DEF6C08CA43C}
34=transformer_r2-12-47-2_xfmr_173=1 {D1A5A1E2-DA46-4633-B18B-4D929D4C0F0E}
34=transformer_r2-12-47-2_xfmr_173=2 {EF6265D9-04EB-463E-A1B6-738F626E6DDF}
34=transformer_r2-12-47-2_xfmr_173=3 {0AD952FB-D51B-4B4E-9AE3-0CD3FD238695}
XfLoc=transformer_r2-12-47-2_xfmr_174=1 {9271DFD5-34F9-4F3F-92DF-DFC1684D599A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_174=1 {CFD812B9-7878-48B6-BDDB-AF6940E02A54}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_174=2 {E48CFFC8-6C51-4B39-919E-64F6584F2E53}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_174=3 {7DFEC4FA-40CE-44E5-87ED-0358C9E7FA95}
Wdg=transformer_r2-12-47-2_xfmr_174=1 {2FCF8FB9-31E1-4CB0-B415-F7D6158F0977}
Wdg=transformer_r2-12-47-2_xfmr_174=2 {0C1C3C9A-4A41-4021-A377-8F9482D019CA}
Wdg=transformer_r2-12-47-2_xfmr_174=3 {3BBE0703-25ED-4592-A4A2-ED952014A85C}
XfCore=transformer_r2-12-47-2_xfmr_174=1 {25C1F1E4-0416-482C-948B-028B3EF01D99}
XfMesh=transformer_r2-12-47-2_xfmr_174=1 {99789984-9980-48FC-9A91-329CD319F147}
XfMesh=transformer_r2-12-47-2_xfmr_174=2 {C0CDA95D-11CD-4A78-9697-2A9C281D481D}
XfMesh=transformer_r2-12-47-2_xfmr_174=3 {0FC80C2F-4A4F-43E9-A27F-FA5BDD29F13A}
34=transformer_r2-12-47-2_xfmr_174=1 {557A8BE6-63B2-43C2-B4BB-21E872FD90BE}
34=transformer_r2-12-47-2_xfmr_174=2 {3E5B2CCE-6FBA-450A-9E34-D6DD713E90D2}
34=transformer_r2-12-47-2_xfmr_174=3 {0F228B96-7DC5-4DB8-8C6F-99413F1EFA4C}
XfLoc=transformer_r2-12-47-2_xfmr_175=1 {654D6309-0D55-4380-AFB0-28B40CF092A3}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_175=1 {88A517F2-6D34-4157-8E78-FFBBF317661E}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_175=2 {2B0DAC36-0AE6-4DF6-A16E-45F3B978EB5B}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_175=3 {66E42460-9485-4733-9B2A-6ABB14CCD0CC}
Wdg=transformer_r2-12-47-2_xfmr_175=1 {DC2CA121-2782-44FB-99FD-8AD6D602CD73}
Wdg=transformer_r2-12-47-2_xfmr_175=2 {1DC7DC16-1E9E-4351-8FFC-7570AF3293C6}
Wdg=transformer_r2-12-47-2_xfmr_175=3 {9C822E0E-759E-4F2A-9031-AB6E1F8E79C5}
XfCore=transformer_r2-12-47-2_xfmr_175=1 {0A0EF6EE-1E94-4B9A-B50E-9A2D3396A23A}
XfMesh=transformer_r2-12-47-2_xfmr_175=1 {2ECD9D14-EE42-41DC-9F45-8A5174E90383}
XfMesh=transformer_r2-12-47-2_xfmr_175=2 {6F6D3A0A-BBE9-4A5F-AB8E-44AC1C306955}
XfMesh=transformer_r2-12-47-2_xfmr_175=3 {EE8F6DEC-CB24-4072-BCB7-153D3045BC94}
34=transformer_r2-12-47-2_xfmr_175=1 {F65F5C60-99D7-4C75-BEAC-AB20BA0701FD}
34=transformer_r2-12-47-2_xfmr_175=2 {ED89BFA6-9414-414A-B41E-E468F3D2087D}
34=transformer_r2-12-47-2_xfmr_175=3 {17F34BDC-A041-4AB9-AEFE-AE71A630FF56}
XfLoc=transformer_r2-12-47-2_xfmr_176=1 {1FEFF531-05A7-40C4-B680-D691136D7884}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_176=1 {918CA56F-22BE-4415-AADB-9B7DC2E88BD7}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_176=2 {EC48AB6B-731B-4133-96EA-18DC3E244D1C}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_176=3 {B029ABC7-F02B-415F-AF33-1A93A3393736}
Wdg=transformer_r2-12-47-2_xfmr_176=1 {F56E12E5-0BFD-405E-970C-20EAF04BECEF}
Wdg=transformer_r2-12-47-2_xfmr_176=2 {7E042E7A-D96F-4189-8DE2-D367824BEF8D}
Wdg=transformer_r2-12-47-2_xfmr_176=3 {694724A4-25C4-43AE-91F0-99EE7601E68B}
XfCore=transformer_r2-12-47-2_xfmr_176=1 {7FC7CFC6-6014-4726-A9B2-D292DE67DCB6}
XfMesh=transformer_r2-12-47-2_xfmr_176=1 {48FA6B01-51B8-485C-8FB9-D8A1AF3FFAC5}
XfMesh=transformer_r2-12-47-2_xfmr_176=2 {6948CF31-A91E-48C4-B21D-E81E9FBE379E}
XfMesh=transformer_r2-12-47-2_xfmr_176=3 {56E04004-839A-4A4D-B70E-4D153E9F9E91}
34=transformer_r2-12-47-2_xfmr_176=1 {8831E272-2DD5-484C-8AA4-C48E17C6D3EE}
34=transformer_r2-12-47-2_xfmr_176=2 {E1C211E0-8556-45C3-80B0-A48E3212C617}
34=transformer_r2-12-47-2_xfmr_176=3 {34A0D47A-E499-4205-822E-F2EC70BF558F}
XfLoc=transformer_r2-12-47-2_xfmr_177=1 {21D435FF-4119-458D-8B5D-25617C65FDFB}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_177=1 {10A9FC72-8CF6-405A-96B6-F81914E96DBD}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_177=2 {1896BA73-CC5F-43D5-B469-A931A585554F}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_177=3 {38512415-0CFE-4B28-A3E4-B28547B13AA2}
Wdg=transformer_r2-12-47-2_xfmr_177=1 {E01B35B1-D245-42DD-A594-793A79E42FA5}
Wdg=transformer_r2-12-47-2_xfmr_177=2 {4787A503-633A-4E07-A966-2784E5CD13A0}
Wdg=transformer_r2-12-47-2_xfmr_177=3 {5D479AF9-0C00-435D-912B-EB1F1331AD29}
XfCore=transformer_r2-12-47-2_xfmr_177=1 {A4A2CE7C-E007-45AF-AA6B-24174729F2AD}
XfMesh=transformer_r2-12-47-2_xfmr_177=1 {607D5535-3FF2-4CFB-8D9B-152F7F077552}
XfMesh=transformer_r2-12-47-2_xfmr_177=2 {0E8D839C-B8A5-4D77-BA15-1138CC339F3B}
XfMesh=transformer_r2-12-47-2_xfmr_177=3 {1A8519BE-6501-4193-A1CF-E5EC57DB2618}
34=transformer_r2-12-47-2_xfmr_177=1 {1DE6BA6A-353A-45F6-B6C6-9DC992D7B76D}
34=transformer_r2-12-47-2_xfmr_177=2 {48082563-07E8-4063-A9DB-D1279E3A3C53}
34=transformer_r2-12-47-2_xfmr_177=3 {6EA337B4-1380-4231-AC48-A16E2430BE6A}
XfLoc=transformer_r2-12-47-2_xfmr_178=1 {D91099D5-404B-4DD3-984B-0C3826B47B38}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_178=1 {23BBCBBD-FBDF-4861-B0C9-4B8952AE6DAB}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_178=2 {3D52E197-DFE8-4B79-8E7C-8B8BE76CDC6A}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_178=3 {F02EA995-2C35-4825-BAC1-5A39AD42EAE1}
Wdg=transformer_r2-12-47-2_xfmr_178=1 {C055CCFF-8EBE-4FE8-A73D-2F1DCD42FE07}
Wdg=transformer_r2-12-47-2_xfmr_178=2 {59ACB5E2-BF9C-4A5F-B0B3-DFD40DCFED32}
Wdg=transformer_r2-12-47-2_xfmr_178=3 {A82A4EF5-5838-404C-9BEA-DB01CED7DE07}
XfCore=transformer_r2-12-47-2_xfmr_178=1 {01961294-A05E-40D8-9636-3B69E8AD647E}
XfMesh=transformer_r2-12-47-2_xfmr_178=1 {BAF29ABC-CD32-4E4C-844B-ABB591365648}
XfMesh=transformer_r2-12-47-2_xfmr_178=2 {01638CE5-2813-4D2C-93DD-03B8BBE5F531}
XfMesh=transformer_r2-12-47-2_xfmr_178=3 {CB341AAD-ADD8-4C0E-8F7A-FD7B3452CED6}
34=transformer_r2-12-47-2_xfmr_178=1 {060F0CED-4558-4573-AB4F-5713D38BEE7E}
34=transformer_r2-12-47-2_xfmr_178=2 {31290A91-23FD-42B2-8ACD-76E7003DE2F3}
34=transformer_r2-12-47-2_xfmr_178=3 {68AB5C1A-6361-4EC5-A1A5-D8069F1F99FF}
XfLoc=transformer_r2-12-47-2_xfmr_179=1 {AC52B3EA-FAE7-4B1C-AB05-70BC13FFE550}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_179=1 {31D81FD9-D1E0-49F2-BCAC-B7BE9B0EE8C0}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_179=2 {B5757CAB-E116-4751-A6E5-9D3F28005F56}
PosPt=Transformer.transformer_r2-12-47-2_xfmr_179=3 {BCDBE081-422A-4A9E-A381-69A0474866C8}
Wdg=transformer_r2-12-47-2_xfmr_179=1 {7BC8889E-218A-446A-8512-72CDA19F252C}
Wdg=transformer_r2-12-47-2_xfmr_179=2 {056B7D2B-E032-4D3D-9C35-5A90A15E1A1B}
Wdg=transformer_r2-12-47-2_xfmr_179=3 {39D46E0C-1F14-42C9-B2D0-A568D69CDB2E}
XfCore=transformer_r2-12-47-2_xfmr_179=1 {F9738E48-B253-47F7-8E1D-714AE602B1F5}
XfMesh=transformer_r2-12-47-2_xfmr_179=1 {C3ACD563-C170-4D26-A03C-AB432C1CDE37}
XfMesh=transformer_r2-12-47-2_xfmr_179=2 {F76E33F7-1EEB-4016-997D-3CE0526CC134}
XfMesh=transformer_r2-12-47-2_xfmr_179=3 {4376C20A-888B-4138-BD03-4F9CBAAF9434}
34=transformer_r2-12-47-2_xfmr_179=1 {5CDD0D1D-E7B7-4463-9E5E-CD6B28050A93}
