Circuit.ieee8500 {4F76A5F9-271D-9EB8-5E31-AA362D86F2C3}
34=t21400108b=3 {027F245B-40DF-42B4-B34A-B1B2CFCF66AE}
XfLoc=t21380500c=1 {F600659B-7263-4BA0-BB91-A62AF72A8D65}
PosPt=Transformer.t21380500c=1 {F5C64388-4D35-4C27-A2DF-5F04A4276EB2}
PosPt=Transformer.t21380500c=2 {C8700B56-D8B0-4EF2-B63A-436C8A35EAFD}
PosPt=Transformer.t21380500c=3 {BED82644-4F6D-46F5-9393-12DB657B415E}
Wdg=t21380500c=1 {B05F0BBA-79C6-4907-8E94-006D1D8C0576}
Wdg=t21380500c=2 {F2F75502-A864-40CB-AC32-B3CBF7E6E772}
Wdg=t21380500c=3 {5F174A89-99DC-4DB1-99B2-3AEB77CB7EA4}
XfCore=t21380500c=1 {DE28A077-67B7-4A68-AAC5-6BDC6DEC4448}
XfMesh=t21380500c=1 {BAB4D51B-40D7-45B7-80E7-518A0E0471AC}
XfMesh=t21380500c=2 {D1428618-06A2-48E2-82D5-DFFDBA0E453F}
XfMesh=t21380500c=3 {6987DF6C-5AAA-4346-842F-20423552D13E}
34=t21380500c=1 {DFEB8C13-3E33-4A27-94C8-A24C87CE0CF2}
34=t21380500c=2 {60702A29-1CF8-4F95-8C2F-A1C522BCC4A2}
34=t21380500c=3 {BE4E2E6E-98E4-4FA4-9150-F4060607CA05}
XfLoc=t28150189a=1 {CD3AB264-8B8B-4BBD-9165-4E718164F7C1}
PosPt=Transformer.t28150189a=1 {74302EF4-6244-4ACA-B603-8AC96465D085}
PosPt=Transformer.t28150189a=2 {F272DB95-ECAE-4798-AC4D-D09C2C03DD8F}
PosPt=Transformer.t28150189a=3 {1B60D7B8-38C2-4BC9-B3D5-F0F007493CE5}
Wdg=t28150189a=1 {6E3248EA-71B5-4101-B54A-2C998137F614}
Wdg=t28150189a=2 {4BCB185B-4B3C-4039-B992-4323E910A063}
Wdg=t28150189a=3 {0D161314-59C9-4B99-8F62-2ED83CD41869}
XfCore=t28150189a=1 {8A990808-B9F8-4009-97A3-2D2032D10372}
XfMesh=t28150189a=1 {01BD39C1-439A-4CFD-A5CC-24FD7FFF4949}
XfMesh=t28150189a=2 {34EB62CF-1ADF-445F-8B9D-4981568A0910}
XfMesh=t28150189a=3 {8C02826A-F916-44CD-B347-48473EBE3CD2}
34=t28150189a=1 {DA031A9A-551F-4A4D-A066-C972A25CA4D8}
34=t28150189a=2 {D61820EA-3AD2-4988-9047-9AB10891E905}
34=t28150189a=3 {5FD867E9-0AEA-4C0A-9756-BFF26CE66EBD}
XfLoc=t226193737c=1 {FE42DB45-5021-4897-93E3-DBC9DB292C2D}
PosPt=Transformer.t226193737c=1 {41E24E11-9A19-4E85-8788-35E203699EEF}
PosPt=Transformer.t226193737c=2 {10AA39A9-123D-48DE-823D-57DCDDEA5659}
PosPt=Transformer.t226193737c=3 {203185D7-199F-412E-B25C-072EE23E4715}
Wdg=t226193737c=1 {B24BB12A-9287-4EEA-9937-241C7B603416}
Wdg=t226193737c=2 {13A06D99-E690-4400-A273-BAB5132C8917}
Wdg=t226193737c=3 {0726EC0E-D536-42AC-98BD-253B1D92AEBB}
XfCore=t226193737c=1 {163716A1-A59E-479C-9746-0520364E1FC3}
XfMesh=t226193737c=1 {E38DC2FD-EABE-45A5-82A0-1C6E55C7A631}
XfMesh=t226193737c=2 {B31434D7-8DE3-4450-8545-DE8D5A972C5E}
XfMesh=t226193737c=3 {30E8669E-7F8A-4C49-BE25-30EC100539F8}
34=t226193737c=1 {67F2B244-51D4-40A0-9F7E-4948431246D8}
34=t226193737c=2 {4021D1F6-3E6A-46E1-8B35-0941535FCE69}
34=t226193737c=3 {CE74521B-C3B6-43F0-A868-A820DCC3487A}
XfLoc=t5391989a=1 {40C1064D-8D04-430C-A142-2ED9E642D88F}
PosPt=Transformer.t5391989a=1 {E7F5782C-93B5-41E9-AE17-1C89E39C87A8}
PosPt=Transformer.t5391989a=2 {35AEA813-C938-448F-B0BE-9DD6C1589E69}
PosPt=Transformer.t5391989a=3 {BC84FAF4-6625-418B-BFF1-876672127CD9}
Wdg=t5391989a=1 {6734FEE2-3D6F-4901-845C-D38D55E10319}
Wdg=t5391989a=2 {FAC72BDE-46FF-450E-B90A-2D45F3505FE0}
Wdg=t5391989a=3 {539E88F6-A5D6-496C-A4C3-5CB174A739AC}
XfCore=t5391989a=1 {8C410C8F-6216-41D3-ABFF-466D95FFC4E5}
XfMesh=t5391989a=1 {FA26AD26-4A90-438D-9A6C-C7A474C773D1}
XfMesh=t5391989a=2 {C859DF36-D861-428A-808E-541A40051EA6}
XfMesh=t5391989a=3 {4AC52EB3-E051-4A71-A3FE-85CFF3E22A79}
34=t5391989a=1 {087FBEB2-EB63-4EAF-937B-E68BDE214816}
34=t5391989a=2 {93F36BBE-4E23-4264-AD96-0DFD544744F3}
34=t5391989a=3 {A85602B4-BC62-483A-9C52-F07D197DA66A}
XfLoc=t5328365b=1 {B341E64B-5702-4646-9303-0385CF2AFDD7}
PosPt=Transformer.t5328365b=1 {20DA3690-0E92-42D8-A13F-A86710EC6595}
PosPt=Transformer.t5328365b=2 {FFE3FD93-283B-4ECB-968A-FF26C3BD3E26}
PosPt=Transformer.t5328365b=3 {98FFB51E-D546-4E53-A923-B186995A61BF}
Wdg=t5328365b=1 {20F36B02-1424-47E7-B837-427D2B224E12}
Wdg=t5328365b=2 {94FC105D-E9DF-431E-A58A-DD45F3BBDB5B}
Wdg=t5328365b=3 {A3E2D4AB-DEE4-406F-8DA8-3CC97FD38215}
XfCore=t5328365b=1 {43B284E9-186C-43A4-A2B1-66DC88355AB5}
XfMesh=t5328365b=1 {EF99FBEA-FF4A-425B-8496-24907D134E77}
XfMesh=t5328365b=2 {F0B21BA1-6135-4DB4-8FD1-4A517F25DE17}
XfMesh=t5328365b=3 {47BED5CA-9137-49C2-8257-6CD8D66B5EF0}
34=t5328365b=1 {A201DD72-80E3-4336-AC3F-21F40443CFCA}
34=t5328365b=2 {C92EB864-357B-442E-87B5-4BBED0227E5C}
34=t5328365b=3 {9D15F153-46E7-43D3-ACA1-9E3FDA95EAC1}
XfLoc=t21387206c=1 {953B8BC6-58C6-4A0A-9F1C-27B268E3C5B3}
PosPt=Transformer.t21387206c=1 {138B9A94-CFD8-436C-A73B-2DEE9DAF72AA}
PosPt=Transformer.t21387206c=2 {47514232-BA5C-4239-9E13-8F896D64AEDE}
PosPt=Transformer.t21387206c=3 {9258971F-91E1-4BBC-80CD-A094044D4B66}
Wdg=t21387206c=1 {7D63D4A0-F0BF-4142-8005-6490F6AB5CD4}
Wdg=t21387206c=2 {B7923145-05C7-4F5E-8248-85883A746464}
Wdg=t21387206c=3 {E22A2F59-C496-45B6-8786-41AC3546A24D}
XfCore=t21387206c=1 {653C803E-BA09-4B69-AC3C-151F5486CBAF}
XfMesh=t21387206c=1 {B75191E4-A858-4328-9CA4-5DD6D8402867}
XfMesh=t21387206c=2 {8D9C8C56-EBCA-42EE-BB56-621DAE3DA1D5}
XfMesh=t21387206c=3 {8E291942-1AE3-47F1-B4E0-34C3A7C82DB9}
34=t21387206c=1 {21F39BED-4822-4848-A703-4855DE3E902E}
34=t21387206c=2 {71A9E8BF-312B-40B4-A824-A809A740261C}
34=t21387206c=3 {F0BDB845-6332-40F3-9D67-29EC60640E62}
XfLoc=t5337661b=1 {84E6C7A7-21EA-4CE3-921A-4ABBE9E4FDFE}
PosPt=Transformer.t5337661b=1 {89885E42-10DC-43D7-BDC6-DF6A36CE23B8}
PosPt=Transformer.t5337661b=2 {A5A2BEC9-7F7A-4BEF-B78A-9678A019DB29}
PosPt=Transformer.t5337661b=3 {24D1E950-917D-4E0B-B8B6-07BE86F9EEA2}
Wdg=t5337661b=1 {8852A1C4-03A2-4EBB-85DE-9E24C24D31C1}
Wdg=t5337661b=2 {2D6CA100-B17C-4DE8-832B-B75B37F4D67F}
Wdg=t5337661b=3 {FAE3B920-A5EB-4FF5-9DDD-5A4ED9B7429B}
XfCore=t5337661b=1 {5C2A2471-E619-4F98-B61E-273BC0629A2D}
XfMesh=t5337661b=1 {B34E64FD-244A-4418-8694-5900412CDDCB}
XfMesh=t5337661b=2 {3CEE2091-AA62-4EC1-AAA5-EA2E5831D7DD}
XfMesh=t5337661b=3 {21779F56-C8B3-43FB-8967-77C0800A19C3}
34=t5337661b=1 {A568F516-DFD2-409A-BF51-18920000D994}
34=t5337661b=2 {C423AB55-BE5F-40C4-9B5F-E0880E29803E}
34=t5337661b=3 {C0E127D7-BFB3-4AC6-BC50-0E7CEC302283}
XfLoc=t5338965a=1 {420E0BFE-401D-4648-AE48-1D644F160281}
PosPt=Transformer.t5338965a=1 {A8C3A87D-D60B-44EB-A5C2-56BAD0B27937}
PosPt=Transformer.t5338965a=2 {B39D6840-3CEA-4A45-8445-15792FE3E003}
PosPt=Transformer.t5338965a=3 {8C815204-9917-4221-A498-67D0792DE8F4}
Wdg=t5338965a=1 {A2A9E3BF-2568-405F-9932-13400DEC0DFE}
Wdg=t5338965a=2 {DB37D547-2273-484F-B348-395F0D48197A}
Wdg=t5338965a=3 {4F4D12D9-35A8-495C-81C3-39332F277471}
XfCore=t5338965a=1 {BE2A9C3E-6A04-4742-BE05-170B28440BDE}
XfMesh=t5338965a=1 {C8778FC9-69DF-4E8B-A9C7-0ED6F77299AB}
XfMesh=t5338965a=2 {D1C5FCEE-2EB0-4C4D-A36A-0C7B93764C75}
XfMesh=t5338965a=3 {F1B931BA-76F1-40C6-A1B9-2FAF9A325CF2}
34=t5338965a=1 {0F884BFC-EB47-4B13-9056-A2D382A48002}
34=t5338965a=2 {590248F4-528B-4A50-ABEB-3618F47A6737}
34=t5338965a=3 {F8C5FEF2-0C54-4FEA-A0FB-CEBF28E6E1CF}
XfLoc=t5391748b=1 {06323675-6115-4A6E-B7D9-A435A65B6D02}
PosPt=Transformer.t5391748b=1 {E26230DF-5D48-4980-834E-B059D2E80239}
PosPt=Transformer.t5391748b=2 {0FD5DC84-86B2-4252-97A9-968F8B83AF06}
PosPt=Transformer.t5391748b=3 {06C02DEA-11B4-460A-ABEE-4D677B5B24C3}
Wdg=t5391748b=1 {61B1B096-C58B-463F-8696-3D72ADA64B51}
Wdg=t5391748b=2 {7EB44865-9B8D-4E85-81D1-A83973ADA47F}
Wdg=t5391748b=3 {54DAAEF0-E6DD-4824-ABE6-4535E74C71DD}
XfCore=t5391748b=1 {82746302-C0A6-4392-BA38-47B3B2E5A3B1}
XfMesh=t5391748b=1 {B0DF8724-B1DB-47CB-A4E8-5A3D5630671D}
XfMesh=t5391748b=2 {7D5E4BCB-111A-48AD-AADA-BE21FF6EE83E}
XfMesh=t5391748b=3 {820A66BC-3F1E-441D-ADEA-EF6573728DFE}
34=t5391748b=1 {6691BF26-B243-4F6A-BE45-2B9DADDB981D}
34=t5391748b=2 {8823C2D9-CF6E-472A-A00E-D5F09086CB09}
34=t5391748b=3 {2C4D9DEC-8595-4D70-B5E2-EDC2E26C043F}
XfLoc=t5356013a=1 {72CB4592-FB4E-496A-848A-7B394BED2CE9}
PosPt=Transformer.t5356013a=1 {8E4DC186-668A-4582-AEB7-CD7CD9C907F6}
PosPt=Transformer.t5356013a=2 {B3EBDE5E-4473-489E-A9B8-F1F7AFAB7971}
PosPt=Transformer.t5356013a=3 {7E956FA3-C268-445F-B215-25891CEA368A}
Wdg=t5356013a=1 {F6C22F15-5FD6-46F1-9DD2-FA9558543DC1}
Wdg=t5356013a=2 {E22D0468-1434-49A8-BE5D-4BD86FD7AC60}
Wdg=t5356013a=3 {EEBBCD9E-C9FB-4C25-963F-450E5A5DAFE4}
XfCore=t5356013a=1 {E20B16A9-7803-4AE8-AD78-92C31780C6B6}
XfMesh=t5356013a=1 {59D07730-CA01-4DFA-AF63-520A0C323480}
XfMesh=t5356013a=2 {F0D2C863-4650-4731-BC53-50BD43F4AD4C}
XfMesh=t5356013a=3 {D8DC9ED1-8A59-40D2-BE9D-3DFF53343A91}
34=t5356013a=1 {2BDB6C07-6C31-4380-A33E-3BCEABCA1548}
34=t5356013a=2 {65630189-99F1-4D34-BD33-B2FFABC38369}
34=t5356013a=3 {8B0018C2-481F-48B2-8829-F87E57AC66DA}
XfLoc=t5323255b=1 {0611CFF5-A445-4A09-BEA9-49778D9CCB12}
PosPt=Transformer.t5323255b=1 {65CDE0EA-23BA-46B0-9051-67F07F07FCFA}
PosPt=Transformer.t5323255b=2 {69BECEFE-EC13-4644-AF41-AF2249DB33B7}
PosPt=Transformer.t5323255b=3 {15B797BF-6A5E-4D69-88F8-3A566BD4CA17}
Wdg=t5323255b=1 {A46980C5-4F40-42C2-AF35-AEA9CBD648C1}
Wdg=t5323255b=2 {2A6C8B74-9220-4B6B-8B4F-4E6DA3369B3D}
Wdg=t5323255b=3 {0CD8A9A7-1676-408F-A814-1AC92CCE5BAF}
XfCore=t5323255b=1 {ABF04CB6-6CBE-44E7-A0D3-05E2F095F9CF}
XfMesh=t5323255b=1 {B8826A41-FA2A-47AD-B3FF-6F3681A6A647}
XfMesh=t5323255b=2 {4CA17C56-C5FE-4FE9-90E6-2DB24C55126C}
XfMesh=t5323255b=3 {9219DD8B-099A-4A85-ABED-D27D12BC7955}
34=t5323255b=1 {6352BC54-809C-4521-B461-14B0ABE1431B}
34=t5323255b=2 {8F920362-B326-4444-9EF9-CA96B5C96FC0}
34=t5323255b=3 {BA2C3BC4-F219-411E-B4EA-3EE178D5958C}
XfLoc=t21399229a=1 {B0AB5ED4-3B3D-4749-A30B-BD598AEB55B6}
PosPt=Transformer.t21399229a=1 {698E6C58-B95C-478F-8E0F-CD810BBE3EE4}
PosPt=Transformer.t21399229a=2 {5B73E887-E58E-4ED9-921A-A14AF15A5515}
PosPt=Transformer.t21399229a=3 {EDDCAF3E-31BA-48C4-821C-B8817D22B438}
Wdg=t21399229a=1 {A7B7E444-94A0-418F-9238-E531140316A2}
Wdg=t21399229a=2 {98CE9873-883E-4CD3-85AD-755ED3D92EB4}
Wdg=t21399229a=3 {EDD8D2A2-B4E3-4ED8-BE7B-726F76195EC3}
XfCore=t21399229a=1 {2C8D925F-C1D5-4D71-9BE9-5FF28BD0DC1B}
XfMesh=t21399229a=1 {E2F526BD-1333-4313-AFED-50EA8835A169}
XfMesh=t21399229a=2 {4F5A9628-C004-4FA4-BA53-7E3F7D935231}
XfMesh=t21399229a=3 {41DB80BD-0F48-408E-8477-A58DF4202268}
34=t21399229a=1 {7F74D023-BBC0-40B8-97C2-95D29BE866F8}
34=t21399229a=2 {B03E3C6F-6846-468C-B10A-6A66CCFB54A0}
34=t21399229a=3 {F749B95A-D45B-4FCE-AB41-6ACCEFB6F3AF}
XfLoc=t2224237643a=1 {555DB309-74D0-401C-A7CC-6DA1DC695EDD}
PosPt=Transformer.t2224237643a=1 {B977F330-1C24-42EA-8956-EA3F80E25789}
PosPt=Transformer.t2224237643a=2 {C4228EDE-7373-4F55-8825-E95A28C90606}
PosPt=Transformer.t2224237643a=3 {15C76EF7-A414-4162-BC71-B7F0C272A7F3}
Wdg=t2224237643a=1 {F63E6DBA-1FC1-41DD-9064-9EAE63569D53}
Wdg=t2224237643a=2 {5E958E24-4DE1-4B0D-BB96-74DA5FB44338}
Wdg=t2224237643a=3 {05B6BD0E-63D7-4F5B-8D23-D6CF8048AF72}
XfCore=t2224237643a=1 {FA3E5FF2-6187-4742-BA06-B68E01ED0F60}
XfMesh=t2224237643a=1 {F67E0DE5-C57D-4486-BB66-9601D03F4D09}
XfMesh=t2224237643a=2 {3BCB3135-1A06-453C-8977-FA8FB18D9C82}
XfMesh=t2224237643a=3 {9C97271B-4CE6-4F52-935C-F73F8DD4E861}
34=t2224237643a=1 {7974F3D0-9042-4F4A-82C9-D4FA522016DE}
34=t2224237643a=2 {82AFB082-1FC6-480F-B1B2-B4288ED9C73D}
34=t2224237643a=3 {3F9605E7-9217-4730-82FC-BF22254126B0}
XfLoc=t5302473a=1 {EFF14C27-1B55-49F2-AAAF-1D79B1592630}
PosPt=Transformer.t5302473a=1 {A0E6A0B1-450C-4840-9138-1077E355FEBC}
PosPt=Transformer.t5302473a=2 {89FAAD69-C76F-43D1-811A-2F829106F63D}
PosPt=Transformer.t5302473a=3 {12E6D448-4746-4DAB-9012-7C6897D23F47}
Wdg=t5302473a=1 {84B62051-7083-4BE7-A4C4-F2937129FF24}
Wdg=t5302473a=2 {A2B460EA-4AFA-4CE8-A7C0-685CFA3E2515}
Wdg=t5302473a=3 {606DE635-F06B-4CA5-B7B6-19286879D814}
XfCore=t5302473a=1 {82C1510D-DD60-40B4-95EB-F4B8BC0EB5EB}
XfMesh=t5302473a=1 {B457DF56-F1A1-442F-ABD9-F0B130A757CB}
XfMesh=t5302473a=2 {971E73BF-722B-4741-A468-DA3CDF0A32D8}
XfMesh=t5302473a=3 {B24EBC6D-6980-47BF-B615-FC57F1119F40}
34=t5302473a=1 {4B3DB26F-FF49-486A-80D5-E71FCEC17A95}
34=t5302473a=2 {421943A7-C041-4639-A4CE-DD9E9EEF1654}
34=t5302473a=3 {312BC787-87F1-45A3-ADC1-1056B415CD6B}
XfLoc=t226193886b=1 {272BF6D6-E11C-4215-AE8C-7EC71DC52474}
PosPt=Transformer.t226193886b=1 {FFC33C3D-7D19-47E8-A42E-B09A4422E848}
PosPt=Transformer.t226193886b=2 {74CFEFD5-D11A-4D9E-ABDB-868D101D01CD}
PosPt=Transformer.t226193886b=3 {D5C21ECC-DD08-4836-B0A4-3FCE952D3134}
Wdg=t226193886b=1 {E2D1506F-8EA0-48A3-B6D6-B37F96C04892}
Wdg=t226193886b=2 {8A42B828-3616-4501-9D1E-3BDCCA698165}
Wdg=t226193886b=3 {4066AA84-CFE9-4F1B-8246-E561C4E2D595}
XfCore=t226193886b=1 {4B5AC213-B9BA-400B-B519-528837A044B6}
XfMesh=t226193886b=1 {6DEBF076-F405-4D06-BD47-745705279303}
XfMesh=t226193886b=2 {7F01C6F9-A085-4CE8-A25D-BB2CF4539319}
XfMesh=t226193886b=3 {8B487F37-2773-424A-A278-51E81F23DD24}
34=t226193886b=1 {7A068A8A-86A4-4032-A82B-32EBE0E72869}
34=t226193886b=2 {21C30940-B482-4830-B0F5-D29F2576F2FF}
34=t226193886b=3 {0990666F-B2E1-474E-BB88-F5F3953BA795}
XfLoc=t5323394b=1 {67DEFE8E-5449-4800-BB66-276F703F7653}
PosPt=Transformer.t5323394b=1 {F1E42F25-9E39-4668-9147-A17638D708C1}
PosPt=Transformer.t5323394b=2 {FF302235-55E9-49E5-BDA3-8E3A20707EE6}
PosPt=Transformer.t5323394b=3 {AB1166BB-8B2E-473E-AABA-DF6AA7EA3FCB}
Wdg=t5323394b=1 {A5CE30C8-C2DA-4399-9BFF-1E698A10F1A1}
Wdg=t5323394b=2 {3F1C543D-E2DD-4D7D-86C9-B00A19FF174E}
Wdg=t5323394b=3 {B63D8E3C-28A9-4CDB-84DF-17F9FBEEB135}
XfCore=t5323394b=1 {4519C6BC-6189-452F-9A1B-6D761D6B9106}
XfMesh=t5323394b=1 {8DEFC0A4-1F79-4A5C-827B-21D339281819}
XfMesh=t5323394b=2 {50EC0A9E-01DE-4CCF-ADF3-C3F41E04EE19}
XfMesh=t5323394b=3 {60FCCBFB-764B-4AA1-9A89-E10B05E93062}
34=t5323394b=1 {7F9A8C3F-94C0-45E2-9FAF-63BA32A4B4B5}
34=t5323394b=2 {6A92ED44-1BEA-495A-957B-BF1E2BB852F6}
34=t5323394b=3 {50B65358-F8DD-486E-BF55-411709D9347F}
XfLoc=t21383553b=1 {E71C3739-446F-4FD9-9CD5-48FEE13CFC0D}
PosPt=Transformer.t21383553b=1 {538B84AC-4EC2-4D0D-A292-E4C068147333}
PosPt=Transformer.t21383553b=2 {A0AC55AC-9845-43CC-8500-AC337053F196}
PosPt=Transformer.t21383553b=3 {B08E4E2B-C167-4AAA-9AA9-B9478080DC88}
Wdg=t21383553b=1 {A9D4D794-AB0F-4A06-B004-6E0254B9FBEA}
Wdg=t21383553b=2 {80D84E4B-8958-41BD-9B29-94FEB5555749}
Wdg=t21383553b=3 {F99437B0-6ED8-4392-9432-FD1B822A2884}
XfCore=t21383553b=1 {F9B16D09-28FE-459F-A149-B016AF5B14E2}
XfMesh=t21383553b=1 {C18B76BE-3285-4406-9EE7-8720AD899816}
XfMesh=t21383553b=2 {92451FE7-B158-4EDA-B663-8D5CD4951F9F}
XfMesh=t21383553b=3 {2F68DAE8-7A12-42CD-AABA-8BA43DB57F0A}
34=t21383553b=1 {AC561B1C-840F-45C2-9F04-EFA9898245BF}
34=t21383553b=2 {6474BF15-CB32-492C-82D2-6812B26FDD2F}
34=t21383553b=3 {7A2FB3CF-8FEA-4808-83E3-0D65BE33B0DE}
XfLoc=t5391742b=1 {B5222067-39B8-4CA9-ADBE-230293E1C892}
PosPt=Transformer.t5391742b=1 {B4CDE9F3-52B5-4556-BD25-B6D4D9C4C110}
PosPt=Transformer.t5391742b=2 {2A30CC21-0975-4948-A0EE-2CB20043BBC2}
PosPt=Transformer.t5391742b=3 {D5C2E578-0DF4-48FB-B0D6-CBB400CCC3BB}
Wdg=t5391742b=1 {A406AB89-4085-4405-A77E-543F665A1CA2}
Wdg=t5391742b=2 {D5D87660-0C06-4ECC-A4F0-92DD2CF0347C}
Wdg=t5391742b=3 {2C4115B4-63C5-4FB4-8DC3-6D6420CF6E4C}
XfCore=t5391742b=1 {726E4E7B-18BC-410C-B075-A63FC5FB7886}
XfMesh=t5391742b=1 {CB67E32F-EC08-4797-8786-6E6CC3546829}
XfMesh=t5391742b=2 {C11095E6-DE42-4C64-8382-B02A031EFC73}
XfMesh=t5391742b=3 {A42731CC-7C5C-4F35-9F05-EA08B1E755B2}
34=t5391742b=1 {F8E6845D-968C-4738-ACB7-05D147AA3507}
34=t5391742b=2 {7C468E30-9993-4C61-805A-42C6B03DA5E8}
34=t5391742b=3 {662F3B57-9C66-45D8-B94C-FD1342A1EB53}
XfLoc=t5274992c=1 {12AC05F6-B81E-47E5-9D06-C3F4069DDA4E}
PosPt=Transformer.t5274992c=1 {2425075D-2EC7-4086-8D3E-1D3118B83B98}
PosPt=Transformer.t5274992c=2 {9352EDE4-D313-41B5-B432-B2391471924E}
PosPt=Transformer.t5274992c=3 {A0B74EDD-4660-4FDC-82AC-8C0F9E0FBAB0}
Wdg=t5274992c=1 {B7AD3416-902D-415F-AFD0-44B8B1892657}
Wdg=t5274992c=2 {F5A7DCA3-2A9E-4A19-9190-371046FDD38E}
Wdg=t5274992c=3 {EE32F3FF-DC40-49B0-9F7C-436A1F48CB23}
XfCore=t5274992c=1 {11035E5E-7C6E-42AF-9895-EF3617EF8704}
XfMesh=t5274992c=1 {4590018B-2EA5-4122-B177-A7FB3596C33D}
XfMesh=t5274992c=2 {BA8A314F-C716-4058-BCAC-D06EE9B34A00}
XfMesh=t5274992c=3 {0565B16F-9970-4C09-9D99-967ED5EB1A23}
34=t5274992c=1 {8EFE353F-4737-4775-9812-E149D5E1EEB2}
34=t5274992c=2 {49C3B34B-EA46-43D3-87D6-13DE256078F0}
34=t5274992c=3 {3E38B8CD-CABF-478C-BF4C-D18922014833}
XfLoc=t225700953a=1 {641E1E5C-7B03-4941-97C4-4F330CE3A0C9}
PosPt=Transformer.t225700953a=1 {0B2CFEF8-09F1-499A-A5B1-FC4941FFA847}
PosPt=Transformer.t225700953a=2 {638BDB34-15C5-4AB1-864A-05671DC00527}
PosPt=Transformer.t225700953a=3 {44F619DD-6729-4817-AEE1-C94B8DB73CAD}
Wdg=t225700953a=1 {4AEA0603-213A-4147-8A35-F0EE107D615D}
Wdg=t225700953a=2 {C3E6840B-66DB-44D1-9924-5EBEBCF48882}
Wdg=t225700953a=3 {3B1F3ED3-81E1-4120-9951-62326E30A541}
XfCore=t225700953a=1 {D8469E51-C9F1-40CF-B404-AE61A1083EDE}
XfMesh=t225700953a=1 {1F5752A3-0C8B-4932-A86D-7FA6AD8960EE}
XfMesh=t225700953a=2 {D551595B-1B96-471C-B442-33794E6AB505}
XfMesh=t225700953a=3 {7230159E-8213-4D71-BEE2-0DF8322062DB}
34=t225700953a=1 {B9D1DC42-EA98-48B9-84D2-D03C715F896E}
34=t225700953a=2 {E389B251-C0DD-4306-AABB-271FBC571501}
34=t225700953a=3 {D5A52D8C-570E-4155-9D7C-3F9EAAA545A0}
XfLoc=t226964880a=1 {17F42110-5402-4432-8294-90C23E21107B}
PosPt=Transformer.t226964880a=1 {4D2CDA96-A465-4F22-ADDD-21C5E576CA02}
PosPt=Transformer.t226964880a=2 {AEB7B0E0-00EB-4342-845B-B0F44A806D71}
PosPt=Transformer.t226964880a=3 {7CF0ADB5-98BF-488C-BA37-03AE16E14C67}
Wdg=t226964880a=1 {BCB3C04C-747C-4CB3-880E-BC3D59817231}
Wdg=t226964880a=2 {990ED9B9-C659-4B68-8836-F741C9AF27C3}
Wdg=t226964880a=3 {3BEFCF9D-8069-4C22-B4A4-0EA8A33808FE}
XfCore=t226964880a=1 {039D438D-F27F-4833-BF37-4DCB3C8A496C}
XfMesh=t226964880a=1 {10E9005F-FEC4-4113-B61D-5B5855F31A72}
XfMesh=t226964880a=2 {28B9D0F4-801D-4550-99D3-801B91B778BB}
XfMesh=t226964880a=3 {FFD7B4AB-D5E4-4BB1-8076-5374E45D4814}
34=t226964880a=1 {B5ADB80E-732C-4CF2-A784-93BCD09A1C20}
34=t226964880a=2 {DC4B9884-17B3-454B-B431-BCE0FC22A18E}
34=t226964880a=3 {B2256731-1280-4347-AC9E-B8D939E3CE03}
XfLoc=t21386552b=1 {D10CC289-5978-442C-BA2C-21676DFB184D}
PosPt=Transformer.t21386552b=1 {1383AD59-B81D-43B5-9605-D9AED931F5EC}
PosPt=Transformer.t21386552b=2 {D25B0550-1A69-45DA-A77C-26C71E5C67B2}
PosPt=Transformer.t21386552b=3 {9FD1A0EA-C329-45E4-A328-A517C95A00A9}
Wdg=t21386552b=1 {D99A7494-AFC0-441C-9D31-A7CD01EBE82B}
Wdg=t21386552b=2 {DB9C55D1-ACA0-44AF-A861-447DDD332E49}
Wdg=t21386552b=3 {D4F4D162-A527-4C0B-AA17-EA47A76425D6}
XfCore=t21386552b=1 {125D9610-5D90-444B-9528-1A9ECC642165}
XfMesh=t21386552b=1 {2A541E13-574E-4E01-9954-8A13D553C846}
XfMesh=t21386552b=2 {C99E995B-784C-472C-B333-A45BF8F8FAA0}
XfMesh=t21386552b=3 {FCBB9D22-AA53-4494-BE07-E72CA85A7585}
34=t21386552b=1 {9353C66D-10E5-46E7-9C0F-C39D0A6A93C6}
34=t21386552b=2 {B3CAB62E-2DE2-482F-AE46-7F22F26BF731}
34=t21386552b=3 {F6BE9EB3-A05C-4317-95C2-36A2A128E288}
XfLoc=t5302734a=1 {910039DC-FDD4-4834-A717-2B1ED6E5AE90}
PosPt=Transformer.t5302734a=1 {6BAF1546-3AB5-4C2A-B79F-D7DB2B079970}
PosPt=Transformer.t5302734a=2 {7AD950D7-028C-465F-B09B-2C03FA69C065}
PosPt=Transformer.t5302734a=3 {BF050B25-BE4C-4E78-8DE0-A6834028E459}
Wdg=t5302734a=1 {C8FE0AF5-A69C-49D5-8E8F-387A9215AE8E}
Wdg=t5302734a=2 {42463EF9-9A6D-4948-92AF-CDE25D016C83}
Wdg=t5302734a=3 {EF1ABE38-DB57-4107-BC1F-7440DFA249EA}
XfCore=t5302734a=1 {03A069FA-A2EF-4AC9-A60B-2A888B768CF3}
XfMesh=t5302734a=1 {E520403F-ABA3-4C6D-A8A9-5AC26D08CE6B}
XfMesh=t5302734a=2 {A1723987-1596-4331-BE65-10A8E8D19ECD}
XfMesh=t5302734a=3 {5C7E1F18-69DE-4594-AD8E-8D667A7856F1}
