Circuit.j1 {67AB291F-DCCD-31B7-B499-338206B9828F}
34=g43135-1c=1 {337BDE82-4A71-433D-906C-0E0AB90AAB3E}
34=g43135-1c=2 {21B0889A-E974-40C4-AB51-C28C31751DDF}
XfLoc=5859128387-1a=1 {346125D1-4664-41B6-9629-E9B747FB89AC}
PosPt=Transformer.5859128387-1a=1 {FBB30301-2BE6-466E-9414-990D75947F7C}
PosPt=Transformer.5859128387-1a=2 {FE98EE52-4B6E-43CE-9AFA-6EAC3B07692D}
Wdg=5859128387-1a=1 {33860F86-7095-4312-B3A5-5F8EFCF460F1}
Wdg=5859128387-1a=2 {A088A102-F42B-4C89-B929-A94830671EC3}
XfCore=5859128387-1a=1 {ED9E4FFC-8C95-4E2E-BA18-DBE6382136E3}
XfMesh=5859128387-1a=1 {82DA4E4F-6317-4EBA-9051-CD83CB7B1120}
34=5859128387-1a=1 {3424F667-BDE0-4660-90FC-2A89FD608314}
OpLimI=OpLimI_10.4_14.6=0 {32C69985-77B1-45F2-B4C7-1B23E4CAFFC3}
34=5859128387-1a=2 {DEA1B065-DA6A-41C6-9340-D0C5153F7B07}
XfLoc=5859128387-1b=1 {62C3E8B5-4EC7-42B5-A2B8-8CA8017662CB}
PosPt=Transformer.5859128387-1b=1 {2EF4139F-8A8E-4B04-AB5A-4FD6653BDE5B}
PosPt=Transformer.5859128387-1b=2 {5A9B0660-D153-4EBB-86EE-846EC7D3D978}
Wdg=5859128387-1b=1 {827B2CB5-38E2-4BD1-8742-773DE24044C2}
Wdg=5859128387-1b=2 {181BB38A-5D35-427A-8EE0-C17F335C8AF4}
XfCore=5859128387-1b=1 {CAF5DF21-6023-4759-A047-7BAF117A86D0}
XfMesh=5859128387-1b=1 {E0DBA6A4-5956-4DD9-B4D2-367A2FBFD372}
34=5859128387-1b=1 {ADCD6045-A11B-45D1-A65B-982C1A921B54}
34=5859128387-1b=2 {7ECEFB47-2CA2-4982-AAEE-F25D388792C6}
XfLoc=5859128387-1c=1 {91989792-2A5C-44FC-8E54-6C511814F849}
PosPt=Transformer.5859128387-1c=1 {710340A5-145F-4428-8A72-0ABD44D9AE3F}
PosPt=Transformer.5859128387-1c=2 {5E37A30B-4DE4-42BE-9012-6163DD49B7EE}
Wdg=5859128387-1c=1 {26799625-8AF3-4611-A50E-A5EF52A75668}
Wdg=5859128387-1c=2 {FB59C704-6CE8-49CD-992D-4485DA337C78}
XfCore=5859128387-1c=1 {C070BD3C-812F-443F-A6EB-10550A25098E}
XfMesh=5859128387-1c=1 {0BA3BA64-09E5-4C96-A031-8E5470B3EE23}
34=5859128387-1c=1 {EF63A503-43F7-4306-820B-E94F3112B4A4}
34=5859128387-1c=2 {D01D596F-39A0-4644-B789-0F8EF33436A0}
XfLoc=b47846-1c=1 {0B03A18B-B65D-425A-BDA3-8D36ED11836F}
PosPt=Transformer.b47846-1c=1 {736ECC29-3948-4EF1-B156-598A4402081B}
PosPt=Transformer.b47846-1c=2 {9E2222C2-3960-4D7E-80A6-0A82197A6353}
Wdg=b47846-1c=1 {FB06EF48-5580-43E8-8801-B726053A7381}
Wdg=b47846-1c=2 {FE99545A-858E-4ECB-9274-5EB77FB53E71}
XfCore=b47846-1c=1 {5F002538-06A3-4CF6-9C1F-60FA503F55EA}
XfMesh=b47846-1c=1 {8D0287EE-DB33-4022-8408-5E6800444B3C}
34=b47846-1c=1 {41CAF6B9-A554-420C-838A-579D7B608F31}
34=b47846-1c=2 {A827A565-F283-4C2F-876B-ECA463410366}
XfLoc=b19014-1a=1 {99552202-EA71-4954-80BE-C79FD9F0B206}
PosPt=Transformer.b19014-1a=1 {91D01B27-46F6-478F-BB9A-F48854278F04}
PosPt=Transformer.b19014-1a=2 {D7CD534B-DFD6-4B5C-AC6B-07550BB5ADB3}
Wdg=b19014-1a=1 {24E1E0A4-20AA-4785-B345-B4C367BCC3F3}
Wdg=b19014-1a=2 {F3B08663-E1E0-4DA5-8D46-B4B2C8B16BFE}
XfCore=b19014-1a=1 {B031726B-DEBE-48F9-A79E-226BE1D70A2F}
XfMesh=b19014-1a=1 {3D3F90FF-2CFC-4444-ABC7-20CD788E994C}
34=b19014-1a=1 {CCBD5A31-FE3E-41A3-9B1B-2E133451F6F5}
34=b19014-1a=2 {9167704E-4EA5-4C88-8EAB-A886FBB66F76}
XfLoc=g44012-1a=1 {B5089492-BDB5-457B-BE9E-F64D05B571FB}
PosPt=Transformer.g44012-1a=1 {BA85E958-CA8E-436B-AA88-5B25963CBEF9}
PosPt=Transformer.g44012-1a=2 {E53F28FA-C858-4972-A98F-F20379A74FF7}
Wdg=g44012-1a=1 {7E20B85A-C549-45E0-92C2-A00B820C86CE}
Wdg=g44012-1a=2 {C5BF8EE9-848D-4FBF-83EB-6D3C37B0334F}
XfCore=g44012-1a=1 {60F1B28F-3990-44DE-B5FE-0C7289DA79BA}
XfMesh=g44012-1a=1 {DB90C7B3-3047-437C-BF93-D08BDCB37A55}
34=g44012-1a=1 {0F31CEA4-5E53-47AF-884D-D7D658C4933E}
34=g44012-1a=2 {1A728424-8A5A-40A1-BABF-BEA88503AD2B}
XfLoc=b18947-1a=1 {B08477B6-2B03-4E60-9804-5BE751C9C50D}
PosPt=Transformer.b18947-1a=1 {B1E9C350-E4F2-4D05-9427-71118C93F670}
PosPt=Transformer.b18947-1a=2 {1CCFB946-EE39-4DB4-A969-5BC9EFFF319C}
Wdg=b18947-1a=1 {F5601DEF-0339-44BC-A6C4-68C6FFC6D204}
Wdg=b18947-1a=2 {03E07094-D32E-429D-BA61-9E0D3B31D06F}
XfCore=b18947-1a=1 {26249B26-5BBC-4C9B-A5E3-97116C57A09F}
XfMesh=b18947-1a=1 {840724D7-6805-4B17-8DE8-42DE93D06D2C}
34=b18947-1a=1 {84A98D9C-98D6-454B-ADFD-4599A2AE3DAC}
34=b18947-1a=2 {66C0C142-4FCC-4468-B665-D9E302AB7097}
XfLoc=b55826-1c=1 {D35D045F-45EC-4B9D-9ACE-600600F6385A}
PosPt=Transformer.b55826-1c=1 {B7A7FEA6-246F-4838-AB74-1690B51DAC38}
PosPt=Transformer.b55826-1c=2 {ABD33F65-ACF4-44CB-998D-979073E89160}
Wdg=b55826-1c=1 {15BBA1A5-4566-4778-A8C9-838E2A053947}
Wdg=b55826-1c=2 {E0762A4A-8A35-4E64-9DE3-073AD04B6B85}
XfCore=b55826-1c=1 {C2F7E766-18CB-4866-B089-643046FB8819}
XfMesh=b55826-1c=1 {1B7AF660-9DAE-4645-99DE-4F747EB631FD}
34=b55826-1c=1 {7C3A661A-9494-4363-807B-1173AB78430E}
34=b55826-1c=2 {A6454725-476F-4D2B-93A2-96FF5C797E9C}
XfLoc=b4974-1c=1 {A7FE1035-A025-433F-8C0F-301A38D284CA}
PosPt=Transformer.b4974-1c=1 {29AF000F-7CE8-4A38-86C0-9BE82EB1447E}
PosPt=Transformer.b4974-1c=2 {D603B8B1-2387-46F8-A708-426F52462F5F}
Wdg=b4974-1c=1 {56FFEBFE-F8E6-42A8-A92E-1E19B3A6F25C}
Wdg=b4974-1c=2 {1E795A23-3D0D-4D7F-B01D-7664EE663751}
XfCore=b4974-1c=1 {491A0514-7A23-408B-AB08-52426A7F4B15}
XfMesh=b4974-1c=1 {BB4F1DE4-A85D-434B-B042-711F015F8A60}
34=b4974-1c=1 {D89AD741-9E43-4768-9387-87AE82D0FCB2}
34=b4974-1c=2 {B8F2CDE9-8EB0-4AAC-96F4-225DC4141220}
XfLoc=b18901-1a=1 {B59A48AB-CFDC-4DC3-9042-496F4920A17A}
PosPt=Transformer.b18901-1a=1 {F573E4A3-97FC-48F6-AD8E-220CD281AC2C}
PosPt=Transformer.b18901-1a=2 {6ADC37FF-6077-4DA5-8C44-8CA241F969DD}
Wdg=b18901-1a=1 {005C162B-71D8-478F-86B3-2C2E2718B1F7}
Wdg=b18901-1a=2 {549D646E-E8E6-4CBC-83A6-A171D9476CAD}
XfCore=b18901-1a=1 {A67A8A17-DA5D-4C1C-A8A2-561ADF748C4D}
XfMesh=b18901-1a=1 {8872B512-32AB-440C-95C3-D4D83ADCA2EF}
34=b18901-1a=1 {6DF59CE0-8226-4D78-9DC6-C208FC269D91}
34=b18901-1a=2 {D6AD763C-9E6C-4098-BA3D-505D43F8BB21}
XfLoc=5696127014-1c=1 {19119CE4-C1E2-41E8-A7CD-7F82552B94FC}
PosPt=Transformer.5696127014-1c=1 {E6EC8D6E-5290-4273-8E74-B758BBABA8B2}
PosPt=Transformer.5696127014-1c=2 {0FB175BE-E5BD-4CA4-A65D-7396BF169293}
Wdg=5696127014-1c=1 {2A3C8D46-8037-4BFD-B80E-23D80AFD1E4C}
Wdg=5696127014-1c=2 {082BC7D5-871E-4479-BC43-1778E273A43F}
XfCore=5696127014-1c=1 {71384678-ACA2-41E9-A5AE-A748EEF44493}
XfMesh=5696127014-1c=1 {43C54BD5-3425-48BE-A046-0EB2F9BAF5A2}
34=5696127014-1c=1 {02FFAA48-655F-4306-AB8D-85A06870B51B}
34=5696127014-1c=2 {DA6526D6-87F2-4B3A-927E-5B8C1D43608B}
XfLoc=b57691-1a=1 {F4F900B5-7182-46C5-A1D0-D29F702FCABE}
PosPt=Transformer.b57691-1a=1 {7F3BFDA8-C7A2-4989-8D18-B6BBCD38C01B}
PosPt=Transformer.b57691-1a=2 {ED41CA88-22B3-4AFA-847A-2ECAB05416A4}
Wdg=b57691-1a=1 {80327C88-CDD2-42B7-8140-138B9759C286}
Wdg=b57691-1a=2 {73EAE21A-C6C6-422A-B424-E81F7798A086}
XfCore=b57691-1a=1 {4C4CDBE8-6110-40A0-9899-8C0DED21AFBE}
XfMesh=b57691-1a=1 {569BF9FE-192E-4934-B231-D69495559D61}
34=b57691-1a=1 {1AD1C097-DA0F-4737-A464-C5564729DC50}
34=b57691-1a=2 {0C6C4348-20AC-43C2-A5B2-0E7278A94557}
XfLoc=g42099-1b=1 {C2CB9935-136B-433F-AD2F-B624C2F6F915}
PosPt=Transformer.g42099-1b=1 {860C204B-30B9-4BA9-B24B-D5CF0D5A5260}
PosPt=Transformer.g42099-1b=2 {3C43E6B0-DAE2-4FFE-BD7D-1AA0440DAE26}
Wdg=g42099-1b=1 {92B3BA89-4440-4938-A8AE-2342F15DF92A}
Wdg=g42099-1b=2 {DB72E3BB-E75D-42C6-9746-51973F5CC9A1}
XfCore=g42099-1b=1 {2A0A4D10-00AB-452E-B2DD-47F42D569523}
XfMesh=g42099-1b=1 {65322E07-4574-4991-8B94-16906991DD87}
34=g42099-1b=1 {1D04B34B-1A53-4CB6-8AC4-B4A360621C60}
34=g42099-1b=2 {9D944A73-0212-48C0-BAE7-7799DB00386A}
XfLoc=b62263-1b=1 {F0D45B3A-75AA-43A0-BE63-2EED8383B5F2}
PosPt=Transformer.b62263-1b=1 {4BEE57D0-0E33-499C-A3B4-316A7630205E}
PosPt=Transformer.b62263-1b=2 {AF34541E-8724-4A0A-B12D-AAD6A5ACE70C}
Wdg=b62263-1b=1 {D1F857B5-99B2-43FA-B477-46FAC3DF5F44}
Wdg=b62263-1b=2 {0A57244A-3327-464F-8D3D-046D457A9A01}
XfCore=b62263-1b=1 {F60AB6E3-73BD-435B-A52D-169D56FC1946}
XfMesh=b62263-1b=1 {546F6F2F-3CF3-48B3-81DC-DA135C459A10}
34=b62263-1b=1 {09088F72-51C9-4AF0-8219-A1A8E5E9D49B}
34=b62263-1b=2 {0389AEA7-BB54-4587-9915-B499DEE5C83C}
XfLoc=b27844-1c=1 {DA217767-F03E-4F9F-AFED-06522513F712}
PosPt=Transformer.b27844-1c=1 {17C09749-B927-494E-8293-5E456D4D7892}
PosPt=Transformer.b27844-1c=2 {A3EA9605-F225-4B33-A699-5833A37F426A}
Wdg=b27844-1c=1 {16C9C7DF-417B-4557-B2E3-0922B31A0657}
Wdg=b27844-1c=2 {8F6B1271-657C-4918-86F8-24F56A582679}
XfCore=b27844-1c=1 {7C6DEDD5-D004-474C-ADAC-110ABA629C0B}
XfMesh=b27844-1c=1 {4CFAC51C-B68D-4A60-8BA6-8A8D5F213AB2}
34=b27844-1c=1 {07C8061C-9246-48F8-94CA-21AC17151F87}
34=b27844-1c=2 {3655C6F0-CEE9-40BF-A70D-E601B987B6B1}
XfLoc=g37520-1b=1 {085988EE-09BC-435A-9E06-B5280315F8D1}
PosPt=Transformer.g37520-1b=1 {415B46A8-7F27-4B9D-A603-B80040A11A94}
PosPt=Transformer.g37520-1b=2 {79D1C485-6C5C-4685-8A4F-1AC64AC74206}
Wdg=g37520-1b=1 {9E45D01C-1230-4CCE-8429-E1AD8EE07919}
Wdg=g37520-1b=2 {7EDAF644-A159-4E7C-95CA-FC4D9339759F}
XfCore=g37520-1b=1 {5CC91C7D-0CB2-4355-BA10-1637EF4DB652}
XfMesh=g37520-1b=1 {30E615C6-97FA-4054-90BA-CAB7392A5940}
34=g37520-1b=1 {80D26C6E-4992-4A01-84DF-5552AC1D6DF2}
34=g37520-1b=2 {E0F945F0-52EE-4316-8497-485E8557329B}
XfLoc=b4713-1b=1 {53E8143A-AEDB-48B9-A1E0-05031926AC15}
PosPt=Transformer.b4713-1b=1 {986C526D-3155-42F3-8D8D-744E85963998}
PosPt=Transformer.b4713-1b=2 {B09FFB2C-C6EB-41D3-B0F0-A6EB3FBE6147}
Wdg=b4713-1b=1 {6EFE5861-316A-45D6-9C48-4BEC7BEFA752}
Wdg=b4713-1b=2 {A82DE9E8-2405-42A4-944D-04D2EB8E5A62}
XfCore=b4713-1b=1 {0D7B2A57-7F46-4EFA-AE90-DCC1F8CA46F3}
XfMesh=b4713-1b=1 {475F9F58-788B-4E04-A0F3-32F79AC93A7C}
34=b4713-1b=1 {C40592D9-71B1-46D7-A1DD-95F85A39A233}
34=b4713-1b=2 {0721B5B6-07C5-4C88-8CF3-6696F2926136}
XfLoc=6096329368-1c=1 {33AA77A9-7F23-47CE-9BBA-7B330D8F1FD9}
PosPt=Transformer.6096329368-1c=1 {BD3CB364-B6EF-483F-B6F4-57AB548958D1}
PosPt=Transformer.6096329368-1c=2 {D4B3944C-3503-4B5B-92C4-B495B84E5D5B}
Wdg=6096329368-1c=1 {6C449674-9674-405D-A48E-673E67508394}
Wdg=6096329368-1c=2 {E3F87A8A-F383-4B39-B38B-16DBB3B9E719}
XfCore=6096329368-1c=1 {FC54AD16-0FAB-4352-83F8-7963377AC40B}
XfMesh=6096329368-1c=1 {4AC380E7-29E0-4952-ACA6-A32EBFADDDEB}
34=6096329368-1c=1 {6589AB09-10C6-4959-A66B-AD0EE84DE2D1}
34=6096329368-1c=2 {9084DDE4-CE85-4AF7-987D-A22B5965F8B0}
XfLoc=b52582-1b=1 {33B109CF-6E7B-4F1D-B20C-34049352E580}
PosPt=Transformer.b52582-1b=1 {49AF5CC8-72A1-4C8D-96A1-8298FF7EEF31}
PosPt=Transformer.b52582-1b=2 {4096F5A5-B327-463B-88BC-E1CD1CD29633}
Wdg=b52582-1b=1 {DC05BB54-F035-4EE4-94D9-56B6BA26E95D}
Wdg=b52582-1b=2 {CD4D3A7C-AA13-42AD-A4BE-B2E7AF5575F9}
XfCore=b52582-1b=1 {15DF0A9C-DECA-4796-A7B8-BAA6C987DA70}
XfMesh=b52582-1b=1 {DC7C01D0-A445-4B4A-AAD2-AC24C79F4744}
34=b52582-1b=1 {17CF3642-9863-4458-AE49-F84D1373B7AC}
34=b52582-1b=2 {03290BED-2637-4559-AB3B-1DAF03AEF4C2}
XfLoc=b45833-1b=1 {C83A288A-5CC9-4D11-9139-80EF78C00ACF}
PosPt=Transformer.b45833-1b=1 {6E88668C-4F89-40AB-9DEA-8D83EB2973DC}
PosPt=Transformer.b45833-1b=2 {0D7114EA-4CE7-4427-98E3-85856C71F346}
Wdg=b45833-1b=1 {D51EC568-4526-48A6-AAA1-EAAD2FD6AD9F}
Wdg=b45833-1b=2 {BA395BB7-C5D4-46FE-A356-987C61B2F226}
XfCore=b45833-1b=1 {06B44CDD-CDA5-4266-A5BA-FAD1628C9B33}
XfMesh=b45833-1b=1 {0F36204C-6F92-4C70-B956-61C790706F53}
34=b45833-1b=1 {F58812DF-FF11-4EC7-BEC4-4AE74F8D42D8}
34=b45833-1b=2 {9780F2A8-2EC1-40A6-96C5-1276892AF586}
XfLoc=b15836-1c=1 {A229C295-787A-48B8-A390-64624D729083}
PosPt=Transformer.b15836-1c=1 {474B6F8E-9866-44FF-BD01-E28251F70CB7}
PosPt=Transformer.b15836-1c=2 {7293D922-66D9-4C87-AB22-DF31127F2EBE}
Wdg=b15836-1c=1 {7961C688-AA1C-4AAC-A5D6-D9E805BCC404}
Wdg=b15836-1c=2 {BD52A48E-4C81-445E-9D4D-61521C6B3C2F}
XfCore=b15836-1c=1 {3EDA5A14-D6DA-46F0-9D03-214E7E20DD7E}
XfMesh=b15836-1c=1 {D3603F0E-79A4-450F-9051-90FAD8D85E0C}
34=b15836-1c=1 {C6565AAC-4EFA-44A8-9A27-FDB6F3570708}
34=b15836-1c=2 {D4924AED-9DEA-4ACA-9371-BC5A55C3FFDC}
XfLoc=b15844-1c=1 {FF4ADC8D-17AB-44D0-AC7A-CF24A6E1D0D4}
PosPt=Transformer.b15844-1c=1 {A0895FAF-1DC2-42AB-9D81-0A1C79BAA66C}
PosPt=Transformer.b15844-1c=2 {FD369495-41AF-4911-8386-9AF9A6948E0D}
Wdg=b15844-1c=1 {9B3969A4-A61B-4AFC-8DEF-0D84963A699B}
Wdg=b15844-1c=2 {1F982655-A190-4C1A-9511-6C4D324C8E9F}
XfCore=b15844-1c=1 {2CC7EFD9-B938-4E55-9ABB-AE51CDB2BB0C}
XfMesh=b15844-1c=1 {21E22C2E-30E9-4545-A3C3-FC10681C92A7}
34=b15844-1c=1 {ACA83B11-4831-4215-A166-35863268F6CD}
34=b15844-1c=2 {6B6F2B23-72F4-45CA-9225-642C23FFDF8C}
XfLoc=5848128103-1c=1 {FD6C83BD-CB6D-4DB8-B5AE-C256C530DD68}
PosPt=Transformer.5848128103-1c=1 {FC5AB65B-75AD-40F9-AE1A-75E6A87155FB}
PosPt=Transformer.5848128103-1c=2 {05159D0D-156A-4FD5-87C2-DD705C416872}
Wdg=5848128103-1c=1 {D49B1FE6-73D1-4B67-958A-7634228F0EB8}
Wdg=5848128103-1c=2 {93E7556D-EE96-45A1-89E1-6BDF39D9646C}
XfCore=5848128103-1c=1 {CF20A1A6-6C78-4F4D-9A6B-7BEE9AD22369}
XfMesh=5848128103-1c=1 {35AC9F1D-412A-4F5E-9627-FE61F2A4162C}
34=5848128103-1c=1 {E9F1A5DB-849F-4A9C-BEED-8EA30A65142C}
34=5848128103-1c=2 {45BAE4B8-621F-411E-AF41-1675861A74DE}
XfLoc=b11368-1b=1 {F6797F9B-DFCA-4EC1-A600-56D92F2A555D}
PosPt=Transformer.b11368-1b=1 {BB28D5FC-1BF0-4A31-B077-2E6E19D22533}
PosPt=Transformer.b11368-1b=2 {23171DB4-CD56-4627-BEBA-60D86E44C4C4}
Wdg=b11368-1b=1 {97DCAF52-0EE5-45B1-AD6C-CB477E714D29}
Wdg=b11368-1b=2 {3C95B6C2-9D9F-4B3C-BE87-CFDA7DA48FA4}
XfCore=b11368-1b=1 {34408A58-0046-407F-B553-0757AE49D842}
XfMesh=b11368-1b=1 {7A7772D6-3D95-4138-A648-F5D704AEFC94}
34=b11368-1b=1 {1D48D2BC-F9AD-42D8-9F13-B7C183B8BCCE}
34=b11368-1b=2 {A9EFF44C-4E91-44B7-9D63-EB9C363BF173}
XfLoc=5997028812-1b=1 {4512DECA-D6E2-4F47-AB20-129421748754}
PosPt=Transformer.5997028812-1b=1 {0DBB5015-185B-4724-84D7-2247570D190E}
PosPt=Transformer.5997028812-1b=2 {3B270755-FFEC-48A5-B6F4-07714965C7B6}
Wdg=5997028812-1b=1 {DD3D274F-2E11-4B35-B73B-910CD80862F0}
Wdg=5997028812-1b=2 {40CFFAD7-383E-41B9-8FF3-9963CD54E8F8}
XfCore=5997028812-1b=1 {D33CF106-3AF6-4B8D-AF64-E75F3BE8335A}
XfMesh=5997028812-1b=1 {64A1FA9A-713F-4CF6-883D-B60B585EB6DA}
34=5997028812-1b=1 {3A810991-45B4-42C5-9E98-2FDA2558F18A}
34=5997028812-1b=2 {87BEE3D8-FC42-410B-881B-F08634E92754}
XfLoc=b61309-1a=1 {BC0BDBF2-FDEC-4406-AE64-5FB6A624466C}
PosPt=Transformer.b61309-1a=1 {F2891DFC-7590-4B32-B0B2-1F267B1E4434}
PosPt=Transformer.b61309-1a=2 {B1BFC0EA-B1AD-4EED-9AEC-F99A89B03FBA}
Wdg=b61309-1a=1 {86EFBA0D-1A92-4F9D-89E8-E2BA011F57DE}
Wdg=b61309-1a=2 {CA8C13F8-70AF-464A-9971-D813B2198713}
XfCore=b61309-1a=1 {75485263-DB1E-4D7C-B380-A5F20AB4BE35}
XfMesh=b61309-1a=1 {06BA8FDB-F461-4258-A497-5208F7F22E75}
34=b61309-1a=1 {73B1013F-8A55-427A-A6AE-D973A2216CF2}
34=b61309-1a=2 {B884394B-727A-4C14-96A1-2371BF1987B7}
XfLoc=6059429099-1c=1 {D7B0D4B8-14BA-4C14-90F7-AC902A8A37EC}
PosPt=Transformer.6059429099-1c=1 {CD2AA40B-AEFE-4924-AF3E-9EE23F248B61}
PosPt=Transformer.6059429099-1c=2 {09F3E44D-CDCB-4FEF-9404-BBDE7590ECC7}
Wdg=6059429099-1c=1 {B68B7063-5B47-43F7-802E-6CC042923C6D}
Wdg=6059429099-1c=2 {3E6731DD-2B4A-401F-9EF2-908FEBBD586D}
XfCore=6059429099-1c=1 {73D2772A-41CE-41CC-80D6-A7F4794D3DA8}
XfMesh=6059429099-1c=1 {54D90E08-E0B6-48BB-9D08-B721DF7FDE91}
34=6059429099-1c=1 {F687A866-3885-4DB4-9B16-817CA5A46DCC}
34=6059429099-1c=2 {B57E488B-1212-4BAD-ABDC-16A5E60611D0}
XfLoc=b56669-1b=1 {8E8BF2C6-19EF-4C4C-A601-D13763D75BBB}
PosPt=Transformer.b56669-1b=1 {A4422FD5-E1A1-4E0D-B429-24F5A315C98F}
PosPt=Transformer.b56669-1b=2 {DF52C423-D133-4736-AEE6-16CACC181459}
Wdg=b56669-1b=1 {A4373098-7ECD-4E22-BE42-FA6267E60F29}
Wdg=b56669-1b=2 {1E9EF611-34AC-4AD3-94F9-876DF535D526}
XfCore=b56669-1b=1 {C17D60C4-771A-43F4-97C5-BC893F8EF4F7}
XfMesh=b56669-1b=1 {31AD7593-5AB3-46BB-9D42-50DB8A1AC8A4}
34=b56669-1b=1 {3482F65C-9370-44E8-8F69-26912C566137}
34=b56669-1b=2 {5ADD8390-4DDA-46F6-908F-0435E1E88A32}
XfLoc=b66281-1c=1 {B48FD196-0908-453A-A09F-D23452C7CA68}
PosPt=Transformer.b66281-1c=1 {E071C9D6-8147-4E91-A199-7B6C9B1C7797}
PosPt=Transformer.b66281-1c=2 {99096030-1E79-4DAE-9688-05DD0CD70200}
Wdg=b66281-1c=1 {3F94A8BA-8A7C-4EB1-91D2-C2A82784727F}
Wdg=b66281-1c=2 {35C95A66-AC68-4FF4-9EBC-ACA7E55E5CDF}
XfCore=b66281-1c=1 {741DA29A-F179-4BC9-89FC-CC9FBBFE687B}
XfMesh=b66281-1c=1 {5A1C6762-26EA-4544-858A-B48A8A4482F5}
34=b66281-1c=1 {55E552B9-1489-4DC0-8048-AE0A4B9385C8}
34=b66281-1c=2 {64FB0555-BBBB-42DA-8220-FACEEB00FB86}
XfLoc=b4890-1a=1 {117703C1-F855-44DD-87F6-93751794529A}
PosPt=Transformer.b4890-1a=1 {0FAD3671-C0AF-4CEE-94F2-87D0341D8AB8}
PosPt=Transformer.b4890-1a=2 {41DF619C-F2B2-47F3-AAD0-BA294A361552}
Wdg=b4890-1a=1 {BACA18A7-DD0E-4BCF-B294-BA2B68FA8B01}
Wdg=b4890-1a=2 {CF6D29D3-987A-4FD4-AA29-BB3B70F742CE}
XfCore=b4890-1a=1 {7541C2EA-AF07-4E7F-83CF-C4BE8E92B92B}
XfMesh=b4890-1a=1 {B44BFCD9-B806-4A70-B569-F6EA1A7310D6}
34=b4890-1a=1 {5836017D-0D58-4A92-8507-0899C55491B8}
34=b4890-1a=2 {11A5DFDD-C5F2-4F74-B0A6-3858783423FA}
XfLoc=b4890-1b=1 {7EE778E3-2F42-4D39-86AA-C1A0BCC49064}
PosPt=Transformer.b4890-1b=1 {0C86657E-9102-4290-9486-CB3EB71D8A94}
PosPt=Transformer.b4890-1b=2 {F2C5ECF4-BD8F-42E0-9604-2498802AB7E1}
Wdg=b4890-1b=1 {469CB7CE-EB2B-4479-AEA3-FD6C75FA9F59}
Wdg=b4890-1b=2 {F8F9CB0D-65A8-4FF2-A273-96FC22DD1FA1}
XfCore=b4890-1b=1 {30D255A5-0777-4036-9127-838EDE6709EB}
XfMesh=b4890-1b=1 {441E47B8-890E-495A-AED4-77E7D64696C4}
34=b4890-1b=1 {66B9E18D-5271-413F-BDA5-E0A3B719F4C6}
34=b4890-1b=2 {145AB86E-43BE-4A40-B17D-336F3ADE3040}
XfLoc=b4890-1c=1 {471CA570-C566-4204-80A0-C3156F8F9D7E}
PosPt=Transformer.b4890-1c=1 {BF274B7A-2AF8-42A0-8BD6-B972996C28AC}
PosPt=Transformer.b4890-1c=2 {4CE1C17F-28C4-45FB-8E30-933463EA53C7}
Wdg=b4890-1c=1 {13EE0655-57F7-4195-B6B6-A778A899CE65}
Wdg=b4890-1c=2 {DE4E214D-8F3A-485E-A890-516C4B04F404}
XfCore=b4890-1c=1 {70DEB9D6-8E14-4AFA-B0DE-606F146B3067}
XfMesh=b4890-1c=1 {D969E079-B89F-410E-94C4-9AD0DFE37C3C}
34=b4890-1c=1 {9AEC7FDE-F6EC-49FB-B3E0-66E6DF24824E}
34=b4890-1c=2 {54B099A7-F185-466F-A5F7-1B1421321E7C}
XfLoc=b18847-1b=1 {8F150BA9-6304-4AC1-AE3A-E42EE74FAE93}
PosPt=Transformer.b18847-1b=1 {E28E040E-1C48-4BC7-ACB6-B3EA22BA65D7}
PosPt=Transformer.b18847-1b=2 {7C26D157-4653-4836-9867-737D23D8B1D0}
Wdg=b18847-1b=1 {10296933-0F0C-41BC-9E10-92EBF6CF2596}
Wdg=b18847-1b=2 {2009E984-5EC8-459C-8E21-8A4FB7D4EBC0}
XfCore=b18847-1b=1 {7EE3D62F-D264-4642-99F5-679F85B0135B}
XfMesh=b18847-1b=1 {826860F4-4243-40C2-BC18-5973D889FDE6}
34=b18847-1b=1 {7C9FB463-F969-4A6B-B14C-1308B459E5E6}
34=b18847-1b=2 {E6CD72DE-6F67-432D-8F19-5211E13C2FF9}
XfLoc=b19050-1a=1 {CD68DFD6-56E7-4E3F-B746-CBF699AC59EA}
PosPt=Transformer.b19050-1a=1 {4298A6A1-D8D5-45F2-8F0F-30C6BA30F5DE}
PosPt=Transformer.b19050-1a=2 {215FE2C5-78C5-4138-B7BF-BA112F689AA4}
Wdg=b19050-1a=1 {3161B548-DA5A-48EC-A157-90CE56786B10}
Wdg=b19050-1a=2 {568BB1AA-DD6C-48B4-AFC4-72CC0E9E84A1}
XfCore=b19050-1a=1 {C360DBC2-77D4-4F86-85D5-3A772130D9EA}
XfMesh=b19050-1a=1 {BD92C0A6-D471-4167-9C71-21C12369F369}
34=b19050-1a=1 {9E1E9913-8181-431F-A8D3-EA0E29C26134}
34=b19050-1a=2 {0A74464A-CFCF-4165-BADC-7C30BCC98CFF}
XfLoc=b19054-1c=1 {288B5144-0987-42B4-8532-B0E0B96B7FAE}
PosPt=Transformer.b19054-1c=1 {FCE1AE3E-9EA9-4FC5-9888-174958E80643}
